pivot,inflection,similarity,category
dokonywać,dokonuje,0.9402057,V;PRS;3;SG
dokonywać,dokonywałam,0.70268583,V;PST;1;SG;FEM
dokonywać,dokonywałaś,0.6134339,V;PST;2;SG;FEM
dokonywać,dokonywała,0.7121074,V;PST;3;SG;FEM
dokonywać,dokonywałem,0.7072086,V;PST;1;SG;MASC
dokonywać,dokonywałeś,0.63944024,V;PST;2;SG;MASC
dokonywać,dokonywaliście,0.7171846,V;PST;2;PL;MASC;HUM
dokonywać,dokonywaliśmy,0.7047047,V;PST;1;PL;MASC;HUM
dokonywać,dokonywali,0.7088241,V;PST;3;PL;MASC;HUM
dokonywać,dokonywało,0.711006,V;PST;3;SG;NEUT
dokonywać,dokonywał,0.69780064,V;PST;3;SG;MASC
dokonywać,dokonywałyście,0.6879847,V;PST;2;PL
dokonywać,dokonywałyśmy,0.6331384,V;PST;1;PL
dokonywać,dokonywały,0.6750205,V;PST;3;PL
doprowadzać,będą doprowadzali,0.7724331,V;FUT;3;PL;MASC;HUM
doprowadzać,będą doprowadzały,0.78870165,V;FUT;3;PL
doprowadzać,będę doprowadzała,0.7357383,V;FUT;1;SG;FEM
doprowadzać,będę doprowadzał,0.7409873,V;FUT;1;SG;MASC
doprowadzać,będziecie doprowadzali,0.7876573,V;FUT;2;PL;MASC;HUM
doprowadzać,będziecie doprowadzały,0.8037738,V;FUT;2;PL
doprowadzać,będzie doprowadzała,0.7987648,V;FUT;3;SG;FEM
doprowadzać,będzie doprowadzało,0.7688971,V;FUT;3;SG;NEUT
doprowadzać,będzie doprowadzał,0.7792935,V;FUT;3;SG;MASC
doprowadzać,będziemy doprowadzali,0.7763653,V;FUT;1;PL;MASC;HUM
doprowadzać,będziemy doprowadzały,0.7889449,V;FUT;1;PL
doprowadzać,będziesz doprowadzała,0.7213001,V;FUT;2;SG;FEM
doprowadzać,będziesz doprowadzał,0.72349805,V;FUT;2;SG;MASC
doprowadzać,doprowadzacie,0.76089007,V;PRS;2;PL
doprowadzać,doprowadzają,0.8327662,V;PRS;3;PL
doprowadzać,doprowadzałam,0.74264866,V;PST;1;SG;FEM
doprowadzać,doprowadzałaś,0.7087607,V;PST;2;SG;FEM
doprowadzać,doprowadzała,0.84826857,V;PST;3;SG;FEM
doprowadzać,doprowadzałem,0.759921,V;PST;1;SG;MASC
doprowadzać,doprowadzałeś,0.7063183,V;PST;2;SG;MASC
doprowadzać,doprowadzaliście,0.7744649,V;PST;2;PL;MASC;HUM
doprowadzać,doprowadzaliśmy,0.79452926,V;PST;1;PL;MASC;HUM
doprowadzać,doprowadzali,0.83666444,V;PST;3;PL;MASC;HUM
doprowadzać,doprowadzało,0.85089654,V;PST;3;SG;NEUT
doprowadzać,doprowadzał,0.8361429,V;PST;3;SG;MASC
doprowadzać,doprowadzałyście,0.7395233,V;PST;2;PL
doprowadzać,doprowadzałyśmy,0.7144886,V;PST;1;PL
doprowadzać,doprowadzały,0.85552675,V;PST;3;PL
doprowadzać,doprowadzam,0.74738336,V;PRS;1;SG
doprowadzać,doprowadzamy,0.8184387,V;PRS;1;PL
doprowadzać,doprowadzasz,0.69342965,V;PRS;2;SG
doprowadzać,doprowadza,0.6833495,V;PRS;3;SG
dostarczać,będą dostarczali,0.5921454,V;FUT;3;PL;MASC;HUM
dostarczać,będą dostarczały,0.559357,V;FUT;3;PL
dostarczać,będę dostarczała,0.5383569,V;FUT;1;SG;FEM
dostarczać,będę dostarczał,0.54762095,V;FUT;1;SG;MASC
dostarczać,będziecie dostarczali,0.6071593,V;FUT;2;PL;MASC;HUM
dostarczać,będziecie dostarczały,0.61486745,V;FUT;2;PL
dostarczać,będzie dostarczała,0.558781,V;FUT;3;SG;FEM
dostarczać,będzie dostarczało,0.5240042,V;FUT;3;SG;NEUT
dostarczać,będzie dostarczał,0.5599761,V;FUT;3;SG;MASC
dostarczać,będziemy dostarczali,0.5966423,V;FUT;1;PL;MASC;HUM
dostarczać,będziemy dostarczały,0.58265245,V;FUT;1;PL
dostarczać,będziesz dostarczała,0.5395176,V;FUT;2;SG;FEM
dostarczać,będziesz dostarczał,0.5358452,V;FUT;2;SG;MASC
dostarczać,dostarczacie,0.70942324,V;PRS;2;PL
dostarczać,dostarczają,0.9761462,V;PRS;3;PL
dostarczać,dostarczałam,0.6559527,V;PST;1;SG;FEM
dostarczać,dostarczałaś,0.6246521,V;PST;2;SG;FEM
dostarczać,dostarczała,0.664251,V;PST;3;SG;FEM
dostarczać,dostarczałem,0.6696102,V;PST;1;SG;MASC
dostarczać,dostarczałeś,0.6369096,V;PST;2;SG;MASC
dostarczać,dostarczaliście,0.6794345,V;PST;2;PL;MASC;HUM
dostarczać,dostarczaliśmy,0.6633627,V;PST;1;PL;MASC;HUM
dostarczać,dostarczali,0.7013671,V;PST;3;PL;MASC;HUM
dostarczać,dostarczało,0.6716879,V;PST;3;SG;NEUT
dostarczać,dostarczał,0.677189,V;PST;3;SG;MASC
dostarczać,dostarczałyście,0.64226925,V;PST;2;PL
dostarczać,dostarczałyśmy,0.66911525,V;PST;1;PL
dostarczać,dostarczały,0.6696968,V;PST;3;PL
dostarczać,dostarczam,0.6776705,V;PRS;1;SG
dostarczać,dostarczamy,0.68556416,V;PRS;1;PL
dostarczać,dostarczasz,0.6419817,V;PRS;2;SG
dostarczać,dostarcza,0.9573009,V;PRS;3;SG
dostawać,będą dostawali,0.57404417,V;FUT;3;PL;MASC;HUM
dostawać,będą dostawały,0.55359834,V;FUT;3;PL
dostawać,będę dostawała,0.584716,V;FUT;1;SG;FEM
dostawać,będę dostawał,0.5829689,V;FUT;1;SG;MASC
dostawać,będziecie dostawali,0.60855365,V;FUT;2;PL;MASC;HUM
dostawać,będziecie dostawały,0.6101324,V;FUT;2;PL
dostawać,będzie dostawała,0.5589586,V;FUT;3;SG;FEM
dostawać,będzie dostawało,0.51529586,V;FUT;3;SG;NEUT
dostawać,będzie dostawał,0.54551935,V;FUT;3;SG;MASC
dostawać,będziemy dostawali,0.59975296,V;FUT;1;PL;MASC;HUM
dostawać,będziemy dostawały,0.5900535,V;FUT;1;PL
dostawać,będziesz dostawała,0.57711226,V;FUT;2;SG;FEM
dostawać,będziesz dostawał,0.56417996,V;FUT;2;SG;MASC
dostawać,dostają,0.954824,V;PRS;3;PL
dostawać,dostajecie,0.73691857,V;PRS;2;PL
dostawać,dostajemy,0.9308052,V;PRS;1;PL
dostawać,dostajesz,0.9181338,V;PRS;2;SG
dostawać,dostaję,0.9301963,V;PRS;1;SG
dostawać,dostaje,0.9127262,V;PRS;3;SG
dostawać,dostawałam,0.67477554,V;PST;1;SG;FEM
dostawać,dostawałaś,0.6833379,V;PST;2;SG;FEM
dostawać,dostawała,0.6973152,V;PST;3;SG;FEM
dostawać,dostawałem,0.7013366,V;PST;1;SG;MASC
dostawać,dostawałeś,0.6895625,V;PST;2;SG;MASC
dostawać,dostawaliście,0.7129831,V;PST;2;PL;MASC;HUM
dostawać,dostawaliśmy,0.6987103,V;PST;1;PL;MASC;HUM
dostawać,dostawali,0.70173085,V;PST;3;PL;MASC;HUM
dostawać,dostawało,0.6588926,V;PST;3;SG;NEUT
dostawać,dostawał,0.6929175,V;PST;3;SG;MASC
dostawać,dostawałyście,0.70807654,V;PST;2;PL
dostawać,dostawałyśmy,0.7008395,V;PST;1;PL
dostawać,dostawały,0.6854254,V;PST;3;PL
dotknąć,dotknąłem,0.72614396,V;PST;1;SG;MASC
dotknąć,dotknąłeś,0.6846618,V;PST;2;SG;MASC
dotknąć,dotknął,0.9302058,V;PST;3;SG;MASC
dotknąć,dotkną,0.61545926,V;FUT;3;PL
dotknąć,dotknęłam,0.71988726,V;PST;1;SG;FEM
dotknąć,dotknęłaś,0.67473495,V;PST;2;SG;FEM
dotknąć,dotknęła,0.90537655,V;PST;3;SG;FEM
dotknąć,dotknęliście,0.7407586,V;PST;2;PL;MASC;HUM
dotknąć,dotknęliśmy,0.7073242,V;PST;1;PL;MASC;HUM
dotknąć,dotknęli,0.7401972,V;PST;3;PL;MASC;HUM
dotknąć,dotknęło,0.68516403,V;PST;3;SG;NEUT
dotknąć,dotknęłyście,0.62876064,V;PST;2;PL
dotknąć,dotknęłyśmy,0.61204743,V;PST;1;PL
dotknąć,dotknęły,0.70063585,V;PST;3;PL
dotknąć,dotknę,0.66963583,V;FUT;1;SG
dotknąć,dotkniecie,0.7400939,V;FUT;2;PL
dotknąć,dotkniemy,0.73526245,V;FUT;1;PL
dotknąć,dotkniesz,0.69793516,V;FUT;2;SG
dotknąć,dotknie,0.9471759,V;FUT;3;SG
dotykać,będą dotykali,0.65028036,V;FUT;3;PL;MASC;HUM
dotykać,będą dotykały,0.63298696,V;FUT;3;PL
dotykać,będę dotykała,0.6599692,V;FUT;1;SG;FEM
dotykać,będę dotykał,0.6687831,V;FUT;1;SG;MASC
dotykać,będziecie dotykali,0.70717204,V;FUT;2;PL;MASC;HUM
dotykać,będziecie dotykały,0.71800184,V;FUT;2;PL
dotykać,będzie dotykała,0.6569467,V;FUT;3;SG;FEM
dotykać,będzie dotykało,0.6010197,V;FUT;3;SG;NEUT
dotykać,będzie dotykał,0.6483924,V;FUT;3;SG;MASC
dotykać,będziemy dotykali,0.6763914,V;FUT;1;PL;MASC;HUM
dotykać,będziemy dotykały,0.6787748,V;FUT;1;PL
dotykać,będziesz dotykała,0.6351543,V;FUT;2;SG;FEM
dotykać,będziesz dotykał,0.63762623,V;FUT;2;SG;MASC
dotykać,dotykacie,0.7751875,V;PRS;2;PL
dotykać,dotykają,0.735165,V;PRS;3;PL
dotykać,dotykałam,0.7274935,V;PST;1;SG;FEM
dotykać,dotykałaś,0.68997157,V;PST;2;SG;FEM
dotykać,dotykała,0.7680804,V;PST;3;SG;FEM
dotykać,dotykałem,0.7516583,V;PST;1;SG;MASC
dotykać,dotykałeś,0.7034731,V;PST;2;SG;MASC
dotykać,dotykaliście,0.767197,V;PST;2;PL;MASC;HUM
dotykać,dotykaliśmy,0.7568152,V;PST;1;PL;MASC;HUM
dotykać,dotykali,0.7856039,V;PST;3;PL;MASC;HUM
dotykać,dotykało,0.74676293,V;PST;3;SG;NEUT
dotykać,dotykał,0.7740709,V;PST;3;SG;MASC
dotykać,dotykałyście,0.735727,V;PST;2;PL
dotykać,dotykałyśmy,0.75231624,V;PST;1;PL
dotykać,dotykały,0.77148306,V;PST;3;PL
dotykać,dotykam,0.7735426,V;PRS;1;SG
dotykać,dotykamy,0.7575757,V;PRS;1;PL
dotykać,dotykasz,0.7362812,V;PRS;2;SG
dotykać,dotyka,0.90016574,V;PRS;3;SG
dowodzić,będą dowodzili,0.7882351,V;FUT;3;PL;MASC;HUM
dowodzić,będą dowodziły,0.7004708,V;FUT;3;PL
dowodzić,będę dowodziła,0.7567196,V;FUT;1;SG;FEM
dowodzić,będę dowodził,0.7469616,V;FUT;1;SG;MASC
dowodzić,będziecie dowodzili,0.8282323,V;FUT;2;PL;MASC;HUM
dowodzić,będziecie dowodziły,0.74769527,V;FUT;2;PL
dowodzić,będzie dowodziła,0.7271155,V;FUT;3;SG;FEM
dowodzić,będzie dowodziło,0.69512504,V;FUT;3;SG;NEUT
dowodzić,będzie dowodził,0.7206865,V;FUT;3;SG;MASC
dowodzić,będziemy dowodzili,0.8148954,V;FUT;1;PL;MASC;HUM
dowodzić,będziemy dowodziły,0.7210805,V;FUT;1;PL
dowodzić,będziesz dowodziła,0.7528587,V;FUT;2;SG;FEM
dowodzić,będziesz dowodził,0.7560322,V;FUT;2;SG;MASC
dowodzić,dowodzą,0.67508054,V;PRS;3;PL
dowodzić,dowodzę,0.8219526,V;PRS;1;SG
dowodzić,dowodzicie,0.8497696,V;PRS;2;PL
dowodzić,dowodziłam,0.82253283,V;PST;1;SG;FEM
dowodzić,dowodziłaś,0.74485886,V;PST;2;SG;FEM
dowodzić,dowodziła,0.72173846,V;PST;3;SG;FEM
dowodzić,dowodziłem,0.74729687,V;PST;1;SG;MASC
dowodzić,dowodziłeś,0.79547805,V;PST;2;SG;MASC
dowodzić,dowodziliście,0.84522194,V;PST;2;PL;MASC;HUM
dowodzić,dowodziliśmy,0.85297227,V;PST;1;PL;MASC;HUM
dowodzić,dowodzili,0.8627845,V;PST;3;PL;MASC;HUM
dowodzić,dowodziło,0.7089887,V;PST;3;SG;NEUT
dowodzić,dowodził,0.64692146,V;PST;3;SG;MASC
dowodzić,dowodziłyście,0.7117773,V;PST;2;PL
dowodzić,dowodziłyśmy,0.71557504,V;PST;1;PL
dowodzić,dowodziły,0.6978972,V;PST;3;PL
dowodzić,dowodzimy,0.8588353,V;PRS;1;PL
dowodzić,dowodzisz,0.8616647,V;PRS;2;SG
dowodzić,dowodzi,0.73809516,V;PRS;3;SG
drażnić,będą drażnili,0.761581,V;FUT;3;PL;MASC;HUM
drażnić,będą drażniły,0.74191993,V;FUT;3;PL
drażnić,będę drażniła,0.7718731,V;FUT;1;SG;FEM
drażnić,będę drażnił,0.78032094,V;FUT;1;SG;MASC
drażnić,będziecie drażnili,0.77512056,V;FUT;2;PL;MASC;HUM
drażnić,będziecie drażniły,0.786942,V;FUT;2;PL
drażnić,będzie drażniła,0.75837433,V;FUT;3;SG;FEM
drażnić,będzie drażniło,0.74869925,V;FUT;3;SG;NEUT
drażnić,będzie drażnił,0.7627604,V;FUT;3;SG;MASC
drażnić,będziemy drażnili,0.77844137,V;FUT;1;PL;MASC;HUM
drażnić,będziemy drażniły,0.7948362,V;FUT;1;PL
drażnić,będziesz drażniła,0.76557666,V;FUT;2;SG;FEM
drażnić,będziesz drażnił,0.7656259,V;FUT;2;SG;MASC
drażnić,drażnią,0.84891766,V;PRS;3;PL
drażnić,drażnicie,0.78888875,V;PRS;2;PL
drażnić,drażnię,0.88715726,V;PRS;1;SG
drażnić,drażniłam,0.8493377,V;PST;1;SG;FEM
drażnić,drażniłaś,0.8352862,V;PST;2;SG;FEM
drażnić,drażniła,0.8916608,V;PST;3;SG;FEM
drażnić,drażniłem,0.86628157,V;PST;1;SG;MASC
drażnić,drażniłeś,0.8677153,V;PST;2;SG;MASC
drażnić,drażniliście,0.77525294,V;PST;2;PL;MASC;HUM
drażnić,drażniliśmy,0.8246315,V;PST;1;PL;MASC;HUM
drażnić,drażnili,0.8875273,V;PST;3;PL;MASC;HUM
drażnić,drażniło,0.86194634,V;PST;3;SG;NEUT
drażnić,drażnił,0.89292973,V;PST;3;SG;MASC
drażnić,drażniłyście,0.73831135,V;PST;2;PL
drażnić,drażniłyśmy,0.74079853,V;PST;1;PL
drażnić,drażniły,0.8614959,V;PST;3;PL
drażnić,drażnimy,0.8644742,V;PRS;1;PL
drażnić,drażnisz,0.8670792,V;PRS;2;SG
drażnić,drażni,0.8634899,V;PRS;3;SG
dręczyć,będą dręczyli,0.7765258,V;FUT;3;PL;MASC;HUM
dręczyć,będą dręczyły,0.78082097,V;FUT;3;PL
dręczyć,będę dręczyła,0.7726426,V;FUT;1;SG;FEM
dręczyć,będę dręczył,0.77894306,V;FUT;1;SG;MASC
dręczyć,będziecie dręczyli,0.7908362,V;FUT;2;PL;MASC;HUM
dręczyć,będziecie dręczyły,0.79361975,V;FUT;2;PL
dręczyć,będzie dręczyła,0.76309574,V;FUT;3;SG;FEM
dręczyć,będzie dręczyło,0.74285275,V;FUT;3;SG;NEUT
dręczyć,będzie dręczył,0.7689683,V;FUT;3;SG;MASC
dręczyć,będziemy dręczyli,0.78934896,V;FUT;1;PL;MASC;HUM
dręczyć,będziemy dręczyły,0.80121976,V;FUT;1;PL
dręczyć,będziesz dręczyła,0.7652974,V;FUT;2;SG;FEM
dręczyć,będziesz dręczył,0.76319396,V;FUT;2;SG;MASC
dręczyć,dręczą,0.8596854,V;PRS;3;PL
dręczyć,dręczę,0.8920341,V;PRS;1;SG
dręczyć,dręczycie,0.8227792,V;PRS;2;PL
dręczyć,dręczyłam,0.86456066,V;PST;1;SG;FEM
dręczyć,dręczyłaś,0.84024423,V;PST;2;SG;FEM
dręczyć,dręczyła,0.8744561,V;PST;3;SG;FEM
dręczyć,dręczyłem,0.87262887,V;PST;1;SG;MASC
dręczyć,dręczyłeś,0.8299066,V;PST;2;SG;MASC
dręczyć,dręczyliście,0.78452927,V;PST;2;PL;MASC;HUM
dręczyć,dręczyliśmy,0.833963,V;PST;1;PL;MASC;HUM
dręczyć,dręczyli,0.8763248,V;PST;3;PL;MASC;HUM
dręczyć,dręczyło,0.8380694,V;PST;3;SG;NEUT
dręczyć,dręczył,0.88101953,V;PST;3;SG;MASC
dręczyć,dręczyłyście,0.74634355,V;PST;2;PL
dręczyć,dręczyłyśmy,0.7631676,V;PST;1;PL
dręczyć,dręczyły,0.86822844,V;PST;3;PL
dręczyć,dręczymy,0.8465944,V;PRS;1;PL
dręczyć,dręczysz,0.85247976,V;PRS;2;SG
dręczyć,dręczy,0.8485444,V;PRS;3;SG
drżeć,będą drżały,0.686127,V;FUT;3;PL
drżeć,będą drżeli,0.7987403,V;FUT;3;PL;MASC;HUM
drżeć,będę drżała,0.6658359,V;FUT;1;SG;FEM
drżeć,będę drżał,0.7273145,V;FUT;1;SG;MASC
drżeć,będziecie drżały,0.7358425,V;FUT;2;PL
drżeć,będziecie drżeli,0.79615545,V;FUT;2;PL;MASC;HUM
drżeć,będzie drżała,0.65444887,V;FUT;3;SG;FEM
drżeć,będzie drżało,0.65405554,V;FUT;3;SG;NEUT
drżeć,będzie drżał,0.72691506,V;FUT;3;SG;MASC
drżeć,będziemy drżały,0.71847004,V;FUT;1;PL
drżeć,będziemy drżeli,0.78946245,V;FUT;1;PL;MASC;HUM
drżeć,będziesz drżała,0.6730506,V;FUT;2;SG;FEM
drżeć,będziesz drżał,0.733221,V;FUT;2;SG;MASC
drżeć,drżałam,0.734012,V;PST;1;SG;FEM
drżeć,drżałaś,0.69020593,V;PST;2;SG;FEM
drżeć,drżała,0.7617838,V;PST;3;SG;FEM
drżeć,drżałem,0.7488977,V;PST;1;SG;MASC
drżeć,drżałeś,0.760452,V;PST;2;SG;MASC
drżeć,drżało,0.7498523,V;PST;3;SG;NEUT
drżeć,drżał,0.8820954,V;PST;3;SG;MASC
drżeć,drżałyście,0.7018466,V;PST;2;PL
drżeć,drżałyśmy,0.67491555,V;PST;1;PL
drżeć,drżały,0.7725339,V;PST;3;PL
drżeć,drżą,0.86820376,V;PRS;3;PL
drżeć,drżeliście,0.7906348,V;PST;2;PL;MASC;HUM
drżeć,drżeliśmy,0.7854362,V;PST;1;PL;MASC;HUM
drżeć,drżeli,0.870249,V;PST;3;PL;MASC;HUM
drżeć,drżę,0.863316,V;PRS;1;SG
drżeć,drżycie,0.83844036,V;PRS;2;PL
drżeć,drżymy,0.86852384,V;PRS;1;PL
drżeć,drżysz,0.88137275,V;PRS;2;SG
drżeć,drży,0.86877614,V;PRS;3;SG
dusić,będą dusili,0.7391876,V;FUT;3;PL;MASC;HUM
dusić,będą dusiły,0.6983975,V;FUT;3;PL
dusić,będę dusiła,0.7700728,V;FUT;1;SG;FEM
dusić,będę dusił,0.78156227,V;FUT;1;SG;MASC
dusić,będziecie dusili,0.7900763,V;FUT;2;PL;MASC;HUM
dusić,będziecie dusiły,0.7571761,V;FUT;2;PL
dusić,będzie dusiła,0.7486426,V;FUT;3;SG;FEM
dusić,będzie dusiło,0.7043102,V;FUT;3;SG;NEUT
dusić,będzie dusił,0.7634452,V;FUT;3;SG;MASC
dusić,będziemy dusili,0.78040653,V;FUT;1;PL;MASC;HUM
dusić,będziemy dusiły,0.742329,V;FUT;1;PL
dusić,będziesz dusiła,0.7585492,V;FUT;2;SG;FEM
dusić,będziesz dusił,0.76323473,V;FUT;2;SG;MASC
dusić,dusicie,0.7763644,V;PRS;2;PL
dusić,dusiłam,0.787786,V;PST;1;SG;FEM
dusić,dusiłaś,0.77012527,V;PST;2;SG;FEM
dusić,dusiła,0.84066933,V;PST;3;SG;FEM
dusić,dusiłem,0.7972589,V;PST;1;SG;MASC
dusić,dusiłeś,0.7668593,V;PST;2;SG;MASC
dusić,dusiliście,0.8008447,V;PST;2;PL;MASC;HUM
dusić,dusiliśmy,0.7970747,V;PST;1;PL;MASC;HUM
dusić,dusili,0.8684747,V;PST;3;PL;MASC;HUM
dusić,dusiło,0.7861317,V;PST;3;SG;NEUT
dusić,dusił,0.8482135,V;PST;3;SG;MASC
dusić,dusiłyście,0.72242606,V;PST;2;PL
dusić,dusiłyśmy,0.70453566,V;PST;1;PL
dusić,dusiły,0.76669186,V;PST;3;PL
dusić,dusimy,0.8788787,V;PRS;1;PL
dusić,dusisz,0.8727665,V;PRS;2;SG
dusić,dusi,0.8242401,V;PRS;3;SG
dusić,duszą,0.61640936,V;PRS;3;PL
dusić,duszę,0.63684714,V;PRS;1;SG
dyszeć,będą dyszały,0.7673131,V;FUT;3;PL
dyszeć,będą dyszeli,0.7295957,V;FUT;3;PL;MASC;HUM
dyszeć,będę dyszała,0.7992804,V;FUT;1;SG;FEM
dyszeć,będę dyszał,0.7973267,V;FUT;1;SG;MASC
dyszeć,będziecie dyszały,0.82382673,V;FUT;2;PL
dyszeć,będziecie dyszeli,0.73969835,V;FUT;2;PL;MASC;HUM
dyszeć,będzie dyszała,0.77013016,V;FUT;3;SG;FEM
dyszeć,będzie dyszało,0.6900829,V;FUT;3;SG;NEUT
dyszeć,będzie dyszał,0.7694418,V;FUT;3;SG;MASC
dyszeć,będziemy dyszały,0.8070933,V;FUT;1;PL
dyszeć,będziemy dyszeli,0.73067003,V;FUT;1;PL;MASC;HUM
dyszeć,będziesz dyszała,0.7713448,V;FUT;2;SG;FEM
dyszeć,będziesz dyszał,0.77727675,V;FUT;2;SG;MASC
dyszeć,dyszałam,0.83846974,V;PST;1;SG;FEM
dyszeć,dyszałaś,0.8314822,V;PST;2;SG;FEM
dyszeć,dyszała,0.8130391,V;PST;3;SG;FEM
dyszeć,dyszałem,0.8636575,V;PST;1;SG;MASC
dyszeć,dyszałeś,0.84422284,V;PST;2;SG;MASC
dyszeć,dyszało,0.6275204,V;PST;3;SG;NEUT
dyszeć,dyszał,0.80987346,V;PST;3;SG;MASC
dyszeć,dyszałyście,0.8422123,V;PST;2;PL
dyszeć,dyszałyśmy,0.84176886,V;PST;1;PL
dyszeć,dyszały,0.791785,V;PST;3;PL
dyszeć,dyszeliście,0.76868224,V;PST;2;PL;MASC;HUM
dyszeć,dyszeliśmy,0.74529606,V;PST;1;PL;MASC;HUM
dyszeć,dyszeli,0.7913452,V;PST;3;PL;MASC;HUM
dyszeć,dyszę,0.81607777,V;PRS;1;SG
dyszeć,dyszycie,0.8785735,V;PRS;2;PL
dyszeć,dyszymy,0.7790918,V;PRS;1;PL
dyszeć,dyszysz,0.8778791,V;PRS;2;SG
dyszeć,dyszy,0.792011,V;PRS;3;PL
dyszeć,dyszy,0.792011,V;PRS;3;SG
dziać,będą dziali,0.67724353,V;FUT;3;PL;MASC;HUM
dziać,będą działy,0.67197883,V;FUT;3;PL
dziać,będę działa,0.6680204,V;FUT;1;SG;FEM
dziać,będę dział,0.63899124,V;FUT;1;SG;MASC
dziać,będziecie dziali,0.68143874,V;FUT;2;PL;MASC;HUM
dziać,będziecie działy,0.7109344,V;FUT;2;PL
dziać,będzie działa,0.6548478,V;FUT;3;SG;FEM
dziać,będzie działo,0.6271048,V;FUT;3;SG;NEUT
dziać,będzie dział,0.61899966,V;FUT;3;SG;MASC
dziać,będziemy dziali,0.681717,V;FUT;1;PL;MASC;HUM
dziać,będziemy działy,0.67286026,V;FUT;1;PL
dziać,będziesz działa,0.66520363,V;FUT;2;SG;FEM
dziać,będziesz dział,0.6517124,V;FUT;2;SG;MASC
dziać,działam,0.71007633,V;PST;1;SG;FEM
dziać,działaś,0.66567266,V;PST;2;SG;FEM
dziać,działa,0.71681774,V;PST;3;SG;FEM
dziać,działem,0.9204941,V;PST;1;SG;MASC
dziać,działeś,0.64116806,V;PST;2;SG;MASC
dziać,dzialiście,0.61435544,V;PST;2;PL;MASC;HUM
dziać,dzialiśmy,0.5943643,V;PST;1;PL;MASC;HUM
dziać,dziali,0.67010814,V;PST;3;PL;MASC;HUM
dziać,działo,0.818409,V;PST;3;SG;NEUT
dziać,dział,0.64924216,V;PST;3;SG;MASC
dziać,działyście,0.6782322,V;PST;2;PL
dziać,działyśmy,0.67569584,V;PST;1;PL
dziać,działy,0.7789572,V;PST;3;PL
dziać,dzieją,0.96134454,V;PRS;3;PL
dziać,dziejecie,0.73203415,V;PRS;2;PL
dziać,dziejemy,0.73739123,V;PRS;1;PL
dziać,dziejesz,0.6953552,V;PRS;2;SG
dziać,dzieję,0.6470386,V;PRS;1;SG
dziać,dzieje,0.89049035,V;PRS;3;SG
działać,będą działali,0.68850124,V;FUT;3;PL;MASC;HUM
działać,będą działały,0.7057266,V;FUT;3;PL
działać,będę działała,0.68144447,V;FUT;1;SG;FEM
działać,będę działał,0.6794862,V;FUT;1;SG;MASC
działać,będziecie działali,0.6973429,V;FUT;2;PL;MASC;HUM
działać,będziecie działały,0.7085345,V;FUT;2;PL
działać,będzie działała,0.69261575,V;FUT;3;SG;FEM
działać,będzie działało,0.68502086,V;FUT;3;SG;NEUT
działać,będzie działał,0.673911,V;FUT;3;SG;MASC
działać,będziemy działali,0.6886466,V;FUT;1;PL;MASC;HUM
działać,będziemy działały,0.6882489,V;FUT;1;PL
działać,będziesz działała,0.6652429,V;FUT;2;SG;FEM
działać,będziesz działał,0.6701765,V;FUT;2;SG;MASC
działać,działacie,0.74806803,V;PRS;2;PL
działać,działają,0.9117271,V;PRS;3;PL
działać,działałam,0.7933264,V;PST;1;SG;FEM
działać,działałaś,0.6892682,V;PST;2;SG;FEM
działać,działała,0.90201634,V;PST;3;SG;FEM
działać,działałem,0.8038027,V;PST;1;SG;MASC
działać,działałeś,0.6774468,V;PST;2;SG;MASC
działać,działaliście,0.6945672,V;PST;2;PL;MASC;HUM
działać,działaliśmy,0.7138654,V;PST;1;PL;MASC;HUM
działać,działali,0.9129236,V;PST;3;PL;MASC;HUM
działać,działało,0.87911505,V;PST;3;SG;NEUT
działać,działał,0.9096624,V;PST;3;SG;MASC
działać,działałyście,0.7433609,V;PST;2;PL
działać,działałyśmy,0.7099563,V;PST;1;PL
działać,działały,0.87582046,V;PST;3;PL
działać,działam,0.7966062,V;PRS;1;SG
działać,działamy,0.8955115,V;PRS;1;PL
działać,działasz,0.71035504,V;PRS;2;SG
działać,działa,0.8564125,V;PRS;3;SG
dziękować,będą dziękowali,0.620567,V;FUT;3;PL;MASC;HUM
dziękować,będą dziękowały,0.5854207,V;FUT;3;PL
dziękować,będę dziękowała,0.5836435,V;FUT;1;SG;FEM
dziękować,będę dziękował,0.594863,V;FUT;1;SG;MASC
dziękować,będziecie dziękowali,0.6668452,V;FUT;2;PL;MASC;HUM
dziękować,będziecie dziękowały,0.6633615,V;FUT;2;PL
dziękować,będzie dziękowała,0.5723915,V;FUT;3;SG;FEM
dziękować,będzie dziękowało,0.58883137,V;FUT;3;SG;NEUT
dziękować,będzie dziękował,0.588518,V;FUT;3;SG;MASC
dziękować,będziemy dziękowali,0.62747544,V;FUT;1;PL;MASC;HUM
dziękować,będziemy dziękowały,0.6223128,V;FUT;1;PL
dziękować,będziesz dziękowała,0.5787838,V;FUT;2;SG;FEM
dziękować,będziesz dziękował,0.5786916,V;FUT;2;SG;MASC
dziękować,dziękowałam,0.6998267,V;PST;1;SG;FEM
dziękować,dziękowałaś,0.6604987,V;PST;2;SG;FEM
dziękować,dziękowała,0.6922806,V;PST;3;SG;FEM
dziękować,dziękowałem,0.7149306,V;PST;1;SG;MASC
dziękować,dziękowałeś,0.6558521,V;PST;2;SG;MASC
dziękować,dziękowaliście,0.7346179,V;PST;2;PL;MASC;HUM
