pivot,inflection,P-I similarity
bombear,bombeaba,0.6713572198607904
bombear,bombeaba,0.6713572198607904
bombear,bombeaban,0.6063618169904769
bombear,bombeará,0.6409056940335739
bombear,bombeará,0.6409056940335739
bombear,bombearán,0.570010455435838
tramitar,tramito,0.41970101504452784
tramitar,tramita,0.6749696122195964
tramitar,tramita,0.6749696122195964
tramitar,tramitamos,0.477862481544828
tramitar,tramitan,0.6857271648978015
tramitar,tramitaba,0.5933872383984926
tramitar,tramitaba,0.5933872383984926
tramitar,tramitaba,0.5933872383984926
tramitar,tramitaban,0.6433423618451751
tramitar,tramitará,0.6188970560337811
tramitar,tramitará,0.6188970560337811
tramitar,tramitaremos,0.5175429369871456
tramitar,tramitarán,0.6084662264774284
reusar,reúso,0.6230379494975525
reusar,reúsan,0.5607003669015823
agostar,agosto,0.22272524169556362
agostar,agosta,0.6414011556102829
agostar,agosta,0.6414011556102829
agostar,agostan,0.612458871563003
ocultar,oculto,0.48174854712967996
ocultar,ocultas,0.46956944658749245
ocultar,oculta,0.6345160681986554
ocultar,oculta,0.6345160681986554
ocultar,ocultamos,0.4765661591703161
ocultar,ocultáis,0.3933480221017096
ocultar,ocultan,0.6280832846853978
ocultar,ocultaba,0.5775246032691993
ocultar,ocultaba,0.5775246032691993
ocultar,ocultaba,0.5775246032691993
ocultar,ocultaban,0.5177396141600407
ocultar,ocultaré,0.3883162279201062
ocultar,ocultará,0.45801615075354996
ocultar,ocultará,0.45801615075354996
ocultar,ocultaremos,0.4113243620514344
ocultar,ocultarán,0.42676656548364855
sobrepujar,sobrepuja,0.6146485777648746
sobrepujar,sobrepuja,0.6146485777648746
sobrepujar,sobrepujan,0.5464505882066121
sobrepujar,sobrepujaba,0.4900068564836706
sobrepujar,sobrepujaba,0.4900068564836706
sobrepujar,sobrepujaba,0.4900068564836706
sobrepujar,sobrepujaban,0.5747936800483446
sobrepujar,sobrepujará,0.53949167692421
sobrepujar,sobrepujará,0.53949167692421
transfigurar,transfigura,0.7175702719041723
transfigurar,transfigura,0.7175702719041723
transfigurar,transfiguran,0.6821480215038422
transfigurar,transfiguraba,0.6018242704158677
transfigurar,transfiguraba,0.6018242704158677
transfigurar,transfiguraba,0.6018242704158677
militarizar,militariza,0.6526320406340254
militarizar,militariza,0.6526320406340254
militarizar,militarizan,0.46852610180422605
militarizar,militarizará,0.5081539370228456
militarizar,militarizará,0.5081539370228456
restringir,restringe,0.6422430816893163
restringir,restringe,0.6422430816893163
restringir,restringimos,0.4511130161437986
restringir,restringen,0.6367565571425596
restringir,restringía,0.5326280977624236
restringir,restringía,0.5326280977624236
restringir,restringía,0.5326280977624236
restringir,restringían,0.5495616275852475
restringir,restringirá,0.56271842294901
restringir,restringirá,0.56271842294901
restringir,restringiremos,0.42751700230057055
restringir,restringirán,0.5963844985473564
empalagar,empalago,0.7968320424907664
empalagar,empalaga,0.8354179986185125
empalagar,empalaga,0.8354179986185125
empalagar,empalagan,0.7864378969041447
arrojar,arrojo,0.3704783168274577
arrojar,arrojas,0.4462105014170139
arrojar,arroja,0.5763021801508205
arrojar,arroja,0.5763021801508205
arrojar,arrojamos,0.502916516339998
arrojar,arrojáis,0.40120921851627334
arrojar,arrojan,0.6269337289856375
arrojar,arrojaba,0.5414416175417948
arrojar,arrojaba,0.5414416175417948
arrojar,arrojaba,0.5414416175417948
arrojar,arrojábamos,0.4981387935561534
arrojar,arrojaban,0.565224583543591
arrojar,arrojaré,0.42331198776682044
arrojar,arrojarás,0.4614755410424619
arrojar,arrojará,0.5123115571801411
arrojar,arrojará,0.5123115571801411
arrojar,arrojaremos,0.4142432529530313
arrojar,arrojarán,0.518716959506394
chorrear,chorreo,0.6201987396587089
chorrear,chorrea,0.70879588701123
chorrear,chorrea,0.70879588701123
chorrear,chorrean,0.575178012153025
chorrear,chorreaba,0.6523931136737242
chorrear,chorreaba,0.6523931136737242
chorrear,chorreaba,0.6523931136737242
chorrear,chorreaban,0.6351410562467749
rumiar,rumia,0.5842388027165691
rumiar,rumia,0.5842388027165691
rumiar,rumian,0.7081575498277876
rumiar,rumiaba,0.6501514094180978
rumiar,rumiaba,0.6501514094180978
rumiar,rumiaba,0.6501514094180978
desternillar,desternilla,0.7075696754335489
desternillar,desternilla,0.7075696754335489
desternillar,desternillaban,0.7752445261307821
descriminalizar,descriminaliza,0.5501720672880828
descriminalizar,descriminaliza,0.5501720672880828
quintuplicar,quintuplica,0.5943305022994404
quintuplicar,quintuplica,0.5943305022994404
quintuplicar,quintuplican,0.5223599394215714
quintuplicar,quintuplicaba,0.4419109474096161
quintuplicar,quintuplicaba,0.4419109474096161
quintuplicar,quintuplicaba,0.4419109474096161
quintuplicar,quintuplicará,0.6348455346850115
quintuplicar,quintuplicará,0.6348455346850115
banderillear,banderillea,0.8602582232666035
banderillear,banderillea,0.8602582232666035
secularizar,seculariza,0.6708499647561377
secularizar,seculariza,0.6708499647561377
secularizar,secularizaba,0.7080965002797788
secularizar,secularizaba,0.7080965002797788
secularizar,secularizaba,0.7080965002797788
desenvolver,desenvuelvo,0.4062249853592328
desenvolver,desenvuelves,0.4092012255997358
desenvolver,desenvuelve,0.37608890003405615
desenvolver,desenvuelve,0.37608890003405615
desenvolver,desenvolvemos,0.39428170327705114
desenvolver,desenvuelven,0.3501231061929817
desenvolver,desenvolvía,0.306594364588632
desenvolver,desenvolvía,0.306594364588632
desenvolver,desenvolvía,0.306594364588632
desenvolver,desenvolvían,0.306366358653967
desenvolver,desenvolverá,0.6776427156475795
desenvolver,desenvolverá,0.6776427156475795
desenvolver,desenvolverán,0.6236360980083706
clarear,clareo,0.3519657221266752
clarear,clarea,0.5985636026619898
clarear,clarea,0.5985636026619898
clarear,clareaba,0.7187408347033772
clarear,clareaba,0.7187408347033772
clarear,clareaba,0.7187408347033772
andar,ando,0.5426783944792738
andar,andas,0.3145668769609681
andar,andás,0.4898527536932129
andar,anda,0.5998912848011576
andar,anda,0.5998912848011576
andar,andamos,0.5768323038919658
andar,andáis,0.4368331852900367
andar,andan,0.5997836898178182
andar,andaba,0.5568921338814056
andar,andabas,0.4911950459593327
andar,andaba,0.5568921338814056
andar,andaba,0.5568921338814056
andar,andábamos,0.44036073391952635
andar,andaban,0.543223533455915
andar,andaré,0.5079831643892856
andar,andarás,0.5508139460873708
andar,andará,0.46392468320950964
andar,andará,0.46392468320950964
andar,andaremos,0.48735883490324194
andar,andaréis,0.44193817588509043
andar,andarán,0.4661145693435196
elogiar,elogio,0.6429607326405063
elogiar,elogia,0.6569230800400382
elogiar,elogia,0.6569230800400382
elogiar,elogiamos,0.6081117613928033
elogiar,elogian,0.555209677951986
elogiar,elogiaba,0.5098815472632328
elogiar,elogiaba,0.5098815472632328
elogiar,elogiaba,0.5098815472632328
elogiar,elogiábamos,0.3608778137277263
elogiar,elogiaban,0.40233989509663237
elogiar,elogiará,0.45936589301869835
elogiar,elogiará,0.45936589301869835
gozar,gozo,0.4318510896531029
gozar,gozas,0.4564516388471789
gozar,goza,0.5954547028441114
gozar,goza,0.5954547028441114
gozar,gozamos,0.5439649530810964
gozar,gozáis,0.40113653866310695
gozar,gozan,0.6793875342901206
gozar,gozaba,0.5082280840609507
gozar,gozaba,0.5082280840609507
gozar,gozaba,0.5082280840609507
gozar,gozábamos,0.48876686611395304
gozar,gozaban,0.5724554074070866
gozar,gozaré,0.3556546098352965
gozar,gozarás,0.48211698780585643
gozar,gozará,0.6161023518598192
gozar,gozará,0.6161023518598192
gozar,gozaremos,0.5284311770898198
gozar,gozarán,0.6077985707262669
empastar,empasto,0.6455647390410694
empastar,empasta,0.6675386278071391
empastar,empasta,0.6675386278071391
empastar,empastan,0.6435761963224838
humear,humeo,0.6054952123812402
humear,humea,0.7204660502204748
humear,humea,0.7204660502204748
humear,humean,0.7135093322708036
humear,humeaba,0.7260991797537136
humear,humeaba,0.7260991797537136
humear,humeaba,0.7260991797537136
humear,humeaban,0.6966786641564945
aguzar,aguza,0.6766203979886564
aguzar,aguza,0.6766203979886564
aguzar,aguzan,0.6734713605105098
aguzar,aguzaba,0.6169363944694293
aguzar,aguzaba,0.6169363944694293
aguzar,aguzaba,0.6169363944694293
aguzar,aguzaban,0.6295409179201492
combinar,combino,0.5295177978194595
combinar,combinas,0.4841321087806554
combinar,combina,0.6698096041423607
combinar,combina,0.6698096041423607
combinar,combinamos,0.48737986314222304
combinar,combinan,0.6598211693943264
combinar,combinaba,0.5816314350179039
combinar,combinaba,0.5816314350179039
combinar,combinaba,0.5816314350179039
combinar,combinaban,0.5356331599486205
combinar,combinará,0.5233172250530194
combinar,combinará,0.5233172250530194
combinar,combinaremos,0.4510718371188869
combinar,combinarán,0.5104949529609517
remontar,remonto,0.5302797866183405
remontar,remontas,0.35226196334450544
remontar,remonta,0.31797304613784394
remontar,remonta,0.31797304613784394
remontar,remontamos,0.4585302733855052
remontar,remontan,0.2857889689205184
remontar,remontaba,0.4495020123743416
remontar,remontaba,0.4495020123743416
remontar,remontaba,0.4495020123743416
remontar,remontaban,0.4181685938933142
remontar,remontará,0.5719177278533849
remontar,remontará,0.5719177278533849
remontar,remontaremos,0.4166016776775172
remontar,remontarán,0.42970127632835675
cantar,canto,0.6683147481763412
cantar,cantas,0.5605922835673076
cantar,cantás,0.5256933041229024
cantar,canta,0.7502661067177885
cantar,canta,0.7502661067177885
cantar,cantamos,0.559042583295055
cantar,cantáis,0.46559756491760895
cantar,cantan,0.6580124566244198
cantar,cantaba,0.7616435022144264
cantar,cantabas,0.5338505306216556
cantar,cantaba,0.7616435022144264
cantar,cantaba,0.7616435022144264
cantar,cantábamos,0.5494112583316371
cantar,cantaban,0.6274650809675204
cantar,cantaré,0.5871595507115119
cantar,cantarás,0.5630327185248332
cantar,cantará,0.6157055773969455
cantar,cantará,0.6157055773969455
cantar,cantaremos,0.5691805311430936
cantar,cantarán,0.5476482505054951
tensionar,tensiona,0.5984991192195805
tensionar,tensiona,0.5984991192195805
tensionar,tensionan,0.6123335083920052
españolizar,españoliza,0.6095683077087862
españolizar,españoliza,0.6095683077087862
envasar,envasa,0.586423854933827
envasar,envasa,0.586423854933827
envasar,envasan,0.5995990404297075
envasar,envasaba,0.553850711336306
envasar,envasaba,0.553850711336306
envasar,envasaba,0.553850711336306
envasar,envasaban,0.591159339756641
envasar,envasará,0.5973778011643452
envasar,envasará,0.5973778011643452
envasar,envasarán,0.5692177219569644
ataviar,atavío,0.6755469065543924
ataviar,atavía,0.7140941411560244
ataviar,atavía,0.7140941411560244
ataviar,atavían,0.7370545704261042
ataviar,ataviaba,0.7106800333636756
ataviar,ataviaba,0.7106800333636756
ataviar,ataviaba,0.7106800333636756
ataviar,ataviaban,0.7866016634157551
despojar,despojo,0.6050904588006039
despojar,despojas,0.2677932888364287
despojar,despoja,0.5889393941082681
despojar,despoja,0.5889393941082681
despojar,despojamos,0.39050808407605186
despojar,despojan,0.5889911268985067
despojar,despojaba,0.6364117624519706
despojar,despojaba,0.6364117624519706
despojar,despojaba,0.6364117624519706
despojar,despojaban,0.6226465543513223
despojar,despojará,0.478295849356271
despojar,despojará,0.478295849356271
despojar,despojarán,0.4350790883184634
arrugar,arrugo,0.6647349972737301
arrugar,arrugas,0.5158964079086671
arrugar,arrugás,0.3895407952268939
arrugar,arruga,0.6582371867774371
arrugar,arruga,0.6582371867774371
arrugar,arrugamos,0.7205723945526741
arrugar,arrugan,0.6755177244500488
arrugar,arrugaba,0.7396000212552524
arrugar,arrugaba,0.7396000212552524
arrugar,arrugaba,0.7396000212552524
arrugar,arrugaban,0.7113557839484375
arrugar,arrugará,0.58618722325581
arrugar,arrugará,0.58618722325581
excusar,excuso,0.4792844379993453
excusar,excusas,0.5926261875212011
excusar,excusa,0.5155288914423405
excusar,excusa,0.5155288914423405
excusar,excusamos,0.47127090057855425
excusar,excusan,0.5035119301801618
excusar,excusaba,0.48651452355878144
excusar,excusaba,0.48651452355878144
excusar,excusaba,0.48651452355878144
excusar,excusaban,0.4466111120525398
excusar,excusaré,0.45130974939069346
excusar,excusará,0.4763443371890823
excusar,excusará,0.4763443371890823
excusar,excusarán,0.4930970639818206
recular,recula,0.4928593333900093
recular,recula,0.4928593333900093
recular,reculan,0.48314570758934416
recular,reculaba,0.637553253303495
recular,reculaba,0.637553253303495
recular,reculaba,0.637553253303495
acontecer,acontece,0.5754018953555338
acontecer,acontece,0.5754018953555338
acontecer,acontecen,0.49444603052271574
acontecer,acontecía,0.5107276441747016
acontecer,acontecía,0.5107276441747016
acontecer,acontecían,0.4419984367576075
acontecer,acontecerá,0.3177673883914791
acontecer,acontecerá,0.3177673883914791
acontecer,acontecerán,0.444328551754391
empuñar,empuño,0.541674773986799
empuñar,empuña,0.570697581216694
empuñar,empuña,0.570697581216694
empuñar,empuñamos,0.5351023072751312
empuñar,empuñan,0.618226567955185
empuñar,empuñaba,0.5237302878551645
empuñar,empuñaba,0.5237302878551645
empuñar,empuñaba,0.5237302878551645
empuñar,empuñaban,0.5965832027508264
empuñar,empuñará,0.4854311172493052
empuñar,empuñará,0.4854311172493052
empuñar,empuñarán,0.5531971354774154
parasitar,parasito,0.6958689659599443
parasitar,parasitas,0.6342570410324637
parasitar,parasita,0.7610661410540164
parasitar,parasita,0.7610661410540164
parasitar,parasitan,0.7848857132195519
despegar,despego,0.4522787363209695
despegar,despega,0.6105219244048815
despegar,despega,0.6105219244048815
despegar,despegamos,0.4849526421408713
despegar,despegan,0.6151905435569812
despegar,despegaba,0.6954847413010073
despegar,despegaba,0.6954847413010073
despegar,despegaba,0.6954847413010073
despegar,despegaban,0.6431940015574478
despegar,despegará,0.5433399084335734
despegar,despegará,0.5433399084335734
despegar,despegarán,0.5651090400582479
desear,deseo,0.5295829182685352
desear,deseas,0.25645442852800904
desear,desea,0.4068779862584688
desear,desea,0.4068779862584688
desear,deseamos,0.5166872261663142
desear,deseáis,0.35301962626390004
desear,desean,0.424049794720181
desear,deseaba,0.3907552920158661
desear,deseabas,0.4074369319664326
desear,deseaba,0.3907552920158661
desear,deseaba,0.3907552920158661
desear,deseábamos,0.4265123089403997
desear,deseabais,0.5185986730118005
desear,deseaban,0.32573708843206506
desear,desearé,0.5191775998024961
desear,desearás,0.3443018768795919
desear,deseará,0.4185351359299918
desear,deseará,0.4185351359299918
desear,desearemos,0.4918689963652342
desear,desearán,0.3885611009914519
cardar,cardo,0.2177806353950995
cardar,cardas,0.5021468388226334
cardar,carda,0.4636905168089557
cardar,carda,0.4636905168089557
cardar,cardan,0.3220636071384484
ganar,gano,0.6867478354147923
ganar,ganas,0.49352143474177157
ganar,ganás,0.34643585938483246
ganar,gana,0.7274399567087018
ganar,gana,0.7274399567087018
ganar,ganamos,0.65475603067592
ganar,ganáis,0.4102177478083251
ganar,ganan,0.6190215757808804
ganar,ganaba,0.5786039836697981
ganar,ganabas,0.5278788023373299
ganar,ganaba,0.5786039836697981
ganar,ganaba,0.5786039836697981
ganar,ganábamos,0.49477853292817775
ganar,ganaban,0.5095774825195294
ganar,ganaré,0.5584844885410737
ganar,ganarás,0.3894910985357283
ganar,ganará,0.6288467356552976
ganar,ganará,0.6288467356552976
ganar,ganaremos,0.5516076980196348
ganar,ganaréis,0.40368460151075913
ganar,ganarán,0.5333586892463125
trastabillar,trastabilla,0.6478797699079107
trastabillar,trastabilla,0.6478797699079107
masajear,masajea,0.7356050405000095
masajear,masajea,0.7356050405000095
masajear,masajean,0.6435862981351647
masajear,masajeaba,0.637730184970887
masajear,masajeaba,0.637730184970887
masajear,masajeaba,0.637730184970887
estorbar,estorbo,0.46326189410933116
estorbar,estorbas,0.4473840978499868
estorbar,estorba,0.38753710998508906
estorbar,estorba,0.38753710998508906
estorbar,estorbamos,0.4664628387635177
estorbar,estorban,0.4310804175421301
estorbar,estorbaba,0.5033636840282499
estorbar,estorbaba,0.5033636840282499
estorbar,estorbaba,0.5033636840282499
estorbar,estorbábamos,0.4638938567737674
estorbar,estorbaban,0.5458765175717818
estorbar,estorbará,0.44769638233613507
estorbar,estorbará,0.44769638233613507
reinstalar,reinstalo,0.4801948161178067
reinstalar,reinstala,0.425530118829327
reinstalar,reinstala,0.425530118829327
reinstalar,reinstalan,0.34862575148133557
reinstalar,reinstalaba,0.46099706383731776
reinstalar,reinstalaba,0.46099706383731776
reinstalar,reinstalaba,0.46099706383731776
reinstalar,reinstalará,0.485757677636677
reinstalar,reinstalará,0.485757677636677
reinstalar,reinstalarán,0.3953856110690599
sobrealimentar,sobrealimenta,0.6686451310823216
sobrealimentar,sobrealimenta,0.6686451310823216
vinificar,vinifica,0.8163697568776125
vinificar,vinifica,0.8163697568776125
vinificar,vinifican,0.8028358879148711
semejar,semejas,0.5014299438191575
semejar,semeja,0.49682085194939085
semejar,semeja,0.49682085194939085
semejar,semejan,0.5556321866123698
semejar,semejaba,0.45302511804107626
semejar,semejaba,0.45302511804107626
semejar,semejaba,0.45302511804107626
semejar,semejaban,0.5105916829415424
reinventar,reinvento,0.47657595258663155
reinventar,reinventa,0.5345135866939991
reinventar,reinventa,0.5345135866939991
reinventar,reinventamos,0.5052127521125344
reinventar,reinventan,0.4671199850583626
reinventar,reinventaba,0.5331538733474711
reinventar,reinventaba,0.5331538733474711
reinventar,reinventaba,0.5331538733474711
reinventar,reinventaban,0.39157205237900583
reinventar,reinventará,0.539312764495495
reinventar,reinventará,0.539312764495495
reinventar,reinventarán,0.43992809692433665
despeinar,despeina,0.6025468230350015
despeinar,despeina,0.6025468230350015
despeinar,despeinan,0.6462339992570453
aunar,aúna,0.5885248142349734
aunar,aúna,0.5885248142349734
aunar,aunamos,0.5120520862245567
aunar,aúnan,0.6343853405465903
aunar,aunaba,0.4477991191454611
aunar,aunaba,0.4477991191454611
aunar,aunaba,0.4477991191454611
aunar,aunaban,0.5198303898205402
aunar,aunará,0.5846296689535654
aunar,aunará,0.5846296689535654
aunar,aunaremos,0.6058284390999522
aunar,aunarán,0.5819729413473274
trasvasar,trasvaso,0.5269846154313909
trasvasar,trasvasa,0.6664435098572019
trasvasar,trasvasa,0.6664435098572019
trasvasar,trasvasan,0.5402917774638768
trasvasar,trasvasaba,0.39226828837325645
trasvasar,trasvasaba,0.39226828837325645
trasvasar,trasvasaba,0.39226828837325645
trasvasar,trasvasaban,0.41266647812247603
trasvasar,trasvasará,0.5810947253474406
trasvasar,trasvasará,0.5810947253474406
trasvasar,trasvasarán,0.5558104520543083
divertir,divierto,0.471705940657803
divertir,diviertes,0.467540096483231
divertir,divertís,0.5040694786519849
divertir,divierte,0.5635316767916142
divertir,divierte,0.5635316767916142
divertir,divertimos,0.45618224491176373
divertir,divertís,0.5040694786519849
divertir,divierten,0.5543341604481105
divertir,divertía,0.5029587351153294
divertir,divertía,0.5029587351153294
divertir,divertía,0.5029587351153294
divertir,divertíamos,0.5438018806950986
divertir,divertían,0.500682560830467
divertir,divertiré,0.49609492073932615
divertir,divertirás,0.44692194642301486
divertir,divertirá,0.5764538098338162
divertir,divertirá,0.5764538098338162
divertir,divertiremos,0.5196506072872256
divertir,divertirán,0.569234878443892
renquear,renqueo,0.7954346221881673
renquear,renquea,0.6310671329881707
renquear,renquea,0.6310671329881707
renquear,renquean,0.6541019735847207
renquear,renqueaba,0.8094376702405888
renquear,renqueaba,0.8094376702405888
renquear,renqueaba,0.8094376702405888
dirigir,dirijo,0.33774893071741785
dirigir,diriges,0.32856420081905446
dirigir,dirigís,0.31835650987566577
dirigir,dirige,0.5908180683987384
dirigir,dirige,0.5908180683987384
dirigir,dirigimos,0.2797923545359061
dirigir,dirigís,0.31835650987566577
dirigir,dirigen,0.4400296407768185
dirigir,dirigía,0.4725992586100023
dirigir,dirigía,0.4725992586100023
dirigir,dirigía,0.4725992586100023
dirigir,dirigíamos,0.24927398398200395
dirigir,dirigían,0.31729315547718495
dirigir,dirigiré,0.32463905440858265
dirigir,dirigirás,0.40260139925367566
dirigir,dirigirá,0.6168894613286974
dirigir,dirigirá,0.6168894613286974
dirigir,dirigiremos,0.24289273569184133
dirigir,dirigiréis,0.34803692220223903
dirigir,dirigirán,0.40771126024665705
excretar,excretas,0.4665117163711454
excretar,excreta,0.6901433890177189
excretar,excreta,0.6901433890177189
excretar,excretan,0.7553438078453164
licuar,licua,0.6603952353270657
licuar,licua,0.6603952353270657
licuar,licúa,0.6948250420488995
licuar,licúa,0.6948250420488995
licuar,licuan,0.6751666309383691
licuar,licúan,0.6467449172614498
licuar,licuaba,0.6051382674814199
licuar,licuaba,0.6051382674814199
licuar,licuaba,0.6051382674814199
licuar,licuará,0.5811897915869726
licuar,licuará,0.5811897915869726
avasallar,avasalla,0.5552762884895971
avasallar,avasalla,0.5552762884895971
avasallar,avasallan,0.5109014728885761
avasallar,avasallaba,0.5147509479062038
avasallar,avasallaba,0.5147509479062038
avasallar,avasallaba,0.5147509479062038
notariar,notario,0.46752534954605585
notariar,notarias,0.5129051209636302
notariar,notaria,0.4156841681489465
notariar,notaria,0.4156841681489465
deformar,deforma,0.6109704985161529
deformar,deforma,0.6109704985161529
deformar,deforman,0.5425310773866481
deformar,deformaba,0.5156764004456907
deformar,deformaba,0.5156764004456907
deformar,deformaba,0.5156764004456907
deformar,deformaban,0.49287540690723297
deformar,deformará,0.5884234496673821
deformar,deformará,0.5884234496673821
deformar,deformarán,0.42247279331430265
cronificar,cronifica,0.798965358922089
cronificar,cronifica,0.798965358922089
cronificar,cronifican,0.7838981185019607
incapacitar,incapacita,0.5102754268046729
incapacitar,incapacita,0.5102754268046729
incapacitar,incapacitan,0.5080995173703353
incapacitar,incapacitaba,0.48846404867438076
incapacitar,incapacitaba,0.48846404867438076
incapacitar,incapacitaba,0.48846404867438076
incapacitar,incapacitaban,0.5299299774460609
incapacitar,incapacitará,0.35400647765954174
incapacitar,incapacitará,0.35400647765954174
hackear,hackeo,0.6491672239027153
hackear,hackea,0.6383622538522666
hackear,hackea,0.6383622538522666
hackear,hackean,0.6792846592365435
requisar,requiso,0.3983903507244033
requisar,requisas,0.5217724860752868
requisar,requisa,0.629267782747314
requisar,requisa,0.629267782747314
requisar,requisan,0.5451143273843727
requisar,requisaba,0.589421919324461
requisar,requisaba,0.589421919324461
requisar,requisaba,0.589421919324461
requisar,requisaban,0.6090059810659164
requisar,requisará,0.5049016237797233
requisar,requisará,0.5049016237797233
requisar,requisarán,0.5362657309753474
ejercitar,ejercito,0.15627090294414303
ejercitar,ejercitas,0.4303377255893215
ejercitar,ejercita,0.622695574749064
ejercitar,ejercita,0.622695574749064
ejercitar,ejercitamos,0.4140787678346638
ejercitar,ejercitan,0.5201069038580062
ejercitar,ejercitaba,0.3926968701161746
ejercitar,ejercitaba,0.3926968701161746
ejercitar,ejercitaba,0.3926968701161746
ejercitar,ejercitaban,0.39926136167370774
ejercitar,ejercitará,0.44789054906763415
ejercitar,ejercitará,0.44789054906763415
ejercitar,ejercitarán,0.5183579197390625
ambientar,ambiento,0.38765348852017467
ambientar,ambienta,0.5838894670447419
ambientar,ambienta,0.5838894670447419
ambientar,ambientan,0.6039326254786805
ambientar,ambientaba,0.6107223052392426
ambientar,ambientaba,0.6107223052392426
ambientar,ambientaba,0.6107223052392426
ambientar,ambientaban,0.5569852523206937
ambientar,ambientará,0.5292584130119604
ambientar,ambientará,0.5292584130119604
ambientar,ambientarán,0.49424689162004576
desperezar,desperezo,0.7100527658870053
desperezar,despereza,0.6054884313890027
desperezar,despereza,0.6054884313890027
desperezar,desperezan,0.7041387130312186
desperezar,desperezaba,0.7525326913574619
desperezar,desperezaba,0.7525326913574619
desperezar,desperezaba,0.7525326913574619
desperezar,desperezaban,0.6959405485486636
autentificar,autentifica,0.5870695928292095
autentificar,autentifica,0.5870695928292095
autentificar,autentifican,0.5193205616059982
autentificar,autentificarán,0.44024803589120154
petar,peto,0.4516491670496794
petar,petas,0.6650594496748055
petar,peta,0.6113377093627244
petar,peta,0.6113377093627244
competir,compito,0.3784849111396137
competir,compites,0.44316885673111384
competir,compite,0.5693275306565777
competir,compite,0.5693275306565777
competir,competimos,0.5293193826781001
competir,compiten,0.6020429447740352
competir,competía,0.5658663545210583
competir,competía,0.5658663545210583
competir,competía,0.5658663545210583
competir,competíamos,0.42583237930697027
competir,competían,0.5427041260256527
competir,competiré,0.5318643463043686
competir,competirás,0.4543748406962467
competir,competirá,0.6259032008425844
competir,competirá,0.6259032008425844
competir,competiremos,0.5425597258766616
competir,competirán,0.5477551503229119
apostar,apuesto,0.26086429256745225
apostar,apuestas,0.5082263375704548
apostar,apuesta,0.7857914049086386
apostar,apuesta,0.7857914049086386
apostar,apostamos,0.5354208097771723
apostar,apuestan,0.6585682700821716
apostar,apostaba,0.5627282924653779
apostar,apostaba,0.5627282924653779
apostar,apostaba,0.5627282924653779
apostar,apostábamos,0.417756835756387
apostar,apostaban,0.42007846255352477
apostar,apostaré,0.4360683140287035
apostar,apostará,0.6424960270224979
apostar,apostará,0.6424960270224979
apostar,apostaremos,0.5016640054489514
apostar,apostarán,0.47085072602414535
apostar,aposto,0.5088664983206534
apostar,apostas,0.3251774686938802
apostar,aposta,0.42922983757121025
apostar,aposta,0.42922983757121025
apostar,apostamos,0.5354208097771723
apostar,apostan,0.32345958069258485
apostar,apostaba,0.5627282924653779
apostar,apostaba,0.5627282924653779
apostar,apostaba,0.5627282924653779
apostar,apostábamos,0.417756835756387
apostar,apostaban,0.42007846255352477
apostar,apostaré,0.4360683140287035
apostar,apostará,0.6424960270224979
apostar,apostará,0.6424960270224979
apostar,apostaremos,0.5016640054489514
apostar,apostarán,0.47085072602414535
acariciar,acaricio,0.5772726065185774
acariciar,acaricias,0.49740938703559445
acariciar,acaricia,0.6316553602023691
acariciar,acaricia,0.6316553602023691
acariciar,acariciamos,0.498263139799239
acariciar,acarician,0.5742435169865335
acariciar,acariciaba,0.5852980672840522
acariciar,acariciaba,0.5852980672840522
acariciar,acariciaba,0.5852980672840522
acariciar,acariciaban,0.5374069345389358
acariciar,acariciará,0.5677843693387334
acariciar,acariciará,0.5677843693387334
acariciar,acariciarán,0.5023446828700423
abuchear,abucheo,0.6621851362759616
abuchear,abuchea,0.6700965486715498
abuchear,abuchea,0.6700965486715498
abuchear,abuchean,0.6373335453433332
abuchear,abucheaba,0.6844998722077436
abuchear,abucheaba,0.6844998722077436
abuchear,abucheaba,0.6844998722077436
abuchear,abucheaban,0.7233594669663305
redimir,redimes,0.420510811948566
redimir,redime,0.6122204923252875
redimir,redime,0.6122204923252875
redimir,redimen,0.5357564637847291
redimir,redimía,0.5368671313483098
redimir,redimía,0.5368671313483098
redimir,redimía,0.5368671313483098
redimir,redimían,0.486385807894962
redimir,redimiré,0.5267489519297042
redimir,redimirás,0.42672048163171705
redimir,redimirá,0.5795390519421361
redimir,redimirá,0.5795390519421361
trastear,trasteo,0.35077523158811297
trastear,trastea,0.55617830416504
trastear,trastea,0.55617830416504
añadir,añado,0.5341474212194371
añadir,añades,0.46712528550340204
añadir,añadís,0.33528954050479043
añadir,añade,0.7006328723561916
añadir,añade,0.7006328723561916
añadir,añadimos,0.5357133033742125
añadir,añadís,0.33528954050479043
añadir,añaden,0.6593998648783358
añadir,añadía,0.6158578458756772
añadir,añadía,0.6158578458756772
añadir,añadía,0.6158578458756772
añadir,añadíamos,0.4070157210438484
añadir,añadían,0.5223933557957385
añadir,añadiré,0.4760529357385085
añadir,añadirás,0.4304363432652317
añadir,añadirá,0.4509987336256387
añadir,añadirá,0.4509987336256387
añadir,añadiremos,0.5533923925665348
añadir,añadiréis,0.44301968093475397
añadir,añadirán,0.47649035610731405
deslocalizar,deslocaliza,0.5178934803837448
deslocalizar,deslocaliza,0.5178934803837448
deslocalizar,deslocalizan,0.594792395918122
deslocalizar,deslocalizarán,0.5723621410676741
llevar,llevo,0.5227959740142775
llevar,llevas,0.3810986003248258
