"category","model","language","type","version","mean_similarity"
"V;FUT;1;PL;MASC;HUM","FastText","Polish","Inflection","Shuffled",0.188030558224803
"V;FUT;1;PL;MASC;HUM","Multilingual BERT","Polish","Inflection","Shuffled",0.85860214406518
"V;FUT;1;SG","FastText","Polish","Inflection","Shuffled",0.194123289477358
"V;FUT;1;SG","Multilingual BERT","Polish","Inflection","Shuffled",0.902364874942529
"V;FUT;1;SG","Word2Vec","Polish","Inflection","Shuffled",0.205698215599449
"V;FUT;1;SG;FEM","FastText","Polish","Inflection","Shuffled",0.239117212069557
"V;FUT;1;SG;FEM","Multilingual BERT","Polish","Inflection","Shuffled",0.871814662675815
"V;FUT;1;SG;MASC","FastText","Polish","Inflection","Shuffled",0.240086992974262
"V;FUT;1;SG;MASC","Multilingual BERT","Polish","Inflection","Shuffled",0.878255783396226
"V;FUT;2;PL","FastText","Polish","Inflection","Shuffled",0.207318906793508
"V;FUT;2;PL","Multilingual BERT","Polish","Inflection","Shuffled",0.88272084535545
"V;FUT;2;PL","Word2Vec","Polish","Inflection","Shuffled",0.224521976582066
"V;FUT;2;PL;MASC;HUM","FastText","Polish","Inflection","Shuffled",0.209096871984368
"V;FUT;2;PL;MASC;HUM","Multilingual BERT","Polish","Inflection","Shuffled",0.879094124219554
"V;FUT;2;SG","FastText","Polish","Inflection","Shuffled",0.197603106860803
"V;FUT;2;SG","Multilingual BERT","Polish","Inflection","Shuffled",0.904863935632184
"V;FUT;2;SG","Word2Vec","Polish","Inflection","Shuffled",0.216490888124934
"V;FUT;2;SG;FEM","FastText","Polish","Inflection","Shuffled",0.219622458738291
"V;FUT;2;SG;FEM","Multilingual BERT","Polish","Inflection","Shuffled",0.864044923310463
"V;FUT;2;SG;MASC","FastText","Polish","Inflection","Shuffled",0.210257316318097
"V;FUT;2;SG;MASC","Multilingual BERT","Polish","Inflection","Shuffled",0.869487978730703
"V;FUT;3;PL","FastText","Polish","Inflection","Shuffled",0.222131007772588
"V;FUT;3;PL","Multilingual BERT","Polish","Inflection","Shuffled",0.880890315971564
"V;FUT;3;PL","Word2Vec","Polish","Inflection","Shuffled",0.200505386320148
"V;FUT;3;PL;MASC;HUM","FastText","Polish","Inflection","Shuffled",0.224963274069482
"V;FUT;3;PL;MASC;HUM","Multilingual BERT","Polish","Inflection","Shuffled",0.876116050085763
"V;FUT;3;SG","FastText","Polish","Inflection","Shuffled",0.18079308099623
"V;FUT;3;SG","Multilingual BERT","Polish","Inflection","Shuffled",0.896167735172414
"V;FUT;3;SG","Word2Vec","Polish","Inflection","Shuffled",0.173866840639907
"V;FUT;3;SG;FEM","FastText","Polish","Inflection","Shuffled",0.222377572020115
"V;FUT;3;SG;FEM","Multilingual BERT","Polish","Inflection","Shuffled",0.846138288439108
"V;FUT;3;SG;MASC","FastText","Polish","Inflection","Shuffled",0.220780930745122
"V;FUT;3;SG;MASC","Multilingual BERT","Polish","Inflection","Shuffled",0.848394487650086
"V;FUT;3;SG;NEUT","FastText","Polish","Inflection","Shuffled",0.210050724941207
"V;FUT;3;SG;NEUT","Multilingual BERT","Polish","Inflection","Shuffled",0.850951317598628
"V;IND;FUT;1;PL","FastText","Spanish","Inflection","Shuffled",0.209901369554902
"V;IND;FUT;1;PL","Multilingual BERT","Spanish","Inflection","Shuffled",0.910941760400119
"V;IND;FUT;1;PL","Word2Vec","Spanish","Inflection","Shuffled",0.325257335613614
"V;IND;FUT;1;SG","FastText","Spanish","Inflection","Shuffled",0.201342728904962
"V;IND;FUT;1;SG","Multilingual BERT","Spanish","Inflection","Shuffled",0.91475941231593
"V;IND;FUT;1;SG","Word2Vec","Spanish","Inflection","Shuffled",0.357811095619773
"V;IND;FUT;2;PL","FastText","Spanish","Inflection","Shuffled",0.190335397597695
"V;IND;FUT;2;PL","Multilingual BERT","Spanish","Inflection","Shuffled",0.905470197774803
"V;IND;FUT;2;PL","Word2Vec","Spanish","Inflection","Shuffled",0.394724372875421
"V;IND;FUT;2;SG;INFM","FastText","Spanish","Inflection","Shuffled",0.192163297036173
"V;IND;FUT;2;SG;INFM","Multilingual BERT","Spanish","Inflection","Shuffled",0.920849653510338
"V;IND;FUT;2;SG;INFM","Word2Vec","Spanish","Inflection","Shuffled",0.38136968942707
"V;IND;FUT;3;PL","FastText","Spanish","Inflection","Shuffled",0.187822728809349
"V;IND;FUT;3;PL","Multilingual BERT","Spanish","Inflection","Shuffled",0.918694653106984
"V;IND;FUT;3;PL","Word2Vec","Spanish","Inflection","Shuffled",0.288092596305173
"V;IND;FUT;3;SG","FastText","Spanish","Inflection","Shuffled",0.176545448767528
"V;IND;FUT;3;SG","Multilingual BERT","Spanish","Inflection","Shuffled",0.916854945885672
"V;IND;FUT;3;SG","Word2Vec","Spanish","Inflection","Shuffled",0.289665885394884
"V;IND;PRS;1;PL","FastText","Spanish","Inflection","Shuffled",0.19218985086001
"V;IND;PRS;1;PL","Multilingual BERT","Spanish","Inflection","Shuffled",0.910396391760679
"V;IND;PRS;1;PL","Word2Vec","Spanish","Inflection","Shuffled",0.330433991834497
"V;IND;PRS;1;SG","FastText","Spanish","Inflection","Shuffled",0.165541621840616
"V;IND;PRS;1;SG","Multilingual BERT","Spanish","Inflection","Shuffled",0.914599381078359
"V;IND;PRS;1;SG","Word2Vec","Spanish","Inflection","Shuffled",0.286351248025633
"V;IND;PRS;2;PL","FastText","Spanish","Inflection","Shuffled",0.192577824025787
"V;IND;PRS;2;PL","Multilingual BERT","Spanish","Inflection","Shuffled",0.89567256363549
"V;IND;PRS;2;PL","Word2Vec","Spanish","Inflection","Shuffled",0.404820981375747
"V;IND;PRS;2;SG;INFM","FastText","Spanish","Inflection","Shuffled",0.170542106367639
"V;IND;PRS;2;SG;INFM","Multilingual BERT","Spanish","Inflection","Shuffled",0.905551120154188
"V;IND;PRS;2;SG;INFM","Word2Vec","Spanish","Inflection","Shuffled",0.293625096948738
"V;IND;PRS;3;PL","FastText","Spanish","Inflection","Shuffled",0.166420401127376
"V;IND;PRS;3;PL","Multilingual BERT","Spanish","Inflection","Shuffled",0.916760181680498
"V;IND;PRS;3;PL","Word2Vec","Spanish","Inflection","Shuffled",0.286712596864047
"V;IND;PRS;3;SG","FastText","Spanish","Inflection","Shuffled",0.148775140859992
"V;IND;PRS;3;SG","Multilingual BERT","Spanish","Inflection","Shuffled",0.90543703112674
"V;IND;PRS;3;SG","Word2Vec","Spanish","Inflection","Shuffled",0.270751671323148
"V;IND;PST;IPFV;1;PL","FastText","Spanish","Inflection","Shuffled",0.191643651006561
"V;IND;PST;IPFV;1;PL","Multilingual BERT","Spanish","Inflection","Shuffled",0.904397360025301
"V;IND;PST;IPFV;1;PL","Word2Vec","Spanish","Inflection","Shuffled",0.387990174050324
"V;IND;PST;IPFV;1;SG","FastText","Spanish","Inflection","Shuffled",0.162039869215996
"V;IND;PST;IPFV;1;SG","Multilingual BERT","Spanish","Inflection","Shuffled",0.910536007289775
"V;IND;PST;IPFV;1;SG","Word2Vec","Spanish","Inflection","Shuffled",0.303837874455879
"V;IND;PST;IPFV;2;PL","FastText","Spanish","Inflection","Shuffled",0.191011643091463
"V;IND;PST;IPFV;2;PL","Multilingual BERT","Spanish","Inflection","Shuffled",0.904760744134544
"V;IND;PST;IPFV;2;PL","Word2Vec","Spanish","Inflection","Shuffled",0.38576433097254
"V;IND;PST;IPFV;2;SG;INFM","FastText","Spanish","Inflection","Shuffled",0.191577316671312
"V;IND;PST;IPFV;2;SG;INFM","Multilingual BERT","Spanish","Inflection","Shuffled",0.912618867627623
"V;IND;PST;IPFV;2;SG;INFM","Word2Vec","Spanish","Inflection","Shuffled",0.395677074234713
"V;IND;PST;IPFV;3;PL","FastText","Spanish","Inflection","Shuffled",0.172181943858034
"V;IND;PST;IPFV;3;PL","Multilingual BERT","Spanish","Inflection","Shuffled",0.912894151611656
"V;IND;PST;IPFV;3;PL","Word2Vec","Spanish","Inflection","Shuffled",0.302117472886286
"V;IND;PST;IPFV;3;SG","FastText","Spanish","Inflection","Shuffled",0.162346827837787
"V;IND;PST;IPFV;3;SG","Multilingual BERT","Spanish","Inflection","Shuffled",0.911062227686822
"V;IND;PST;IPFV;3;SG","Word2Vec","Spanish","Inflection","Shuffled",0.302761906229682
"V;PRS;1;PL","FastText","Polish","Inflection","Shuffled",0.189070727932215
"V;PRS;1;PL","Multilingual BERT","Polish","Inflection","Shuffled",0.898261267581475
"V;PRS;1;PL","Word2Vec","Polish","Inflection","Shuffled",0.180593405518931
"V;PRS;1;SG","FastText","Polish","Inflection","Shuffled",0.183224275568019
"V;PRS;1;SG","Multilingual BERT","Polish","Inflection","Shuffled",0.902087795591767
"V;PRS;1;SG","Word2Vec","Polish","Inflection","Shuffled",0.192497442535987
"V;PRS;2;PL","FastText","Polish","Inflection","Shuffled",0.194616736796511
"V;PRS;2;PL","Multilingual BERT","Polish","Inflection","Shuffled",0.896770330188679
"V;PRS;2;PL","Word2Vec","Polish","Inflection","Shuffled",0.212912470365671
"V;PRS;2;SG","FastText","Polish","Inflection","Shuffled",0.184866481344118
"V;PRS;2;SG","Multilingual BERT","Polish","Inflection","Shuffled",0.905253616415094
"V;PRS;2;SG","Word2Vec","Polish","Inflection","Shuffled",0.201496165334119
"V;PRS;3;PL","FastText","Polish","Inflection","Shuffled",0.191566714874487
"V;PRS;3;PL","Multilingual BERT","Polish","Inflection","Shuffled",0.89877066
"V;PRS;3;PL","Word2Vec","Polish","Inflection","Shuffled",0.175914680847415
"V;PRS;3;SG","FastText","Polish","Inflection","Shuffled",0.168665904630228
"V;PRS;3;SG","Multilingual BERT","Polish","Inflection","Shuffled",0.891632357238422
"V;PRS;3;SG","Word2Vec","Polish","Inflection","Shuffled",0.153635980007186
"V;PST;1;PL","FastText","Polish","Inflection","Shuffled",0.203686379457805
"V;PST;1;PL","Multilingual BERT","Polish","Inflection","Shuffled",0.871638815758294
"V;PST;1;PL;MASC;HUM","FastText","Polish","Inflection","Shuffled",0.194153817615347
"V;PST;1;PL;MASC;HUM","Multilingual BERT","Polish","Inflection","Shuffled",0.881639423921801
"V;PST;1;SG;FEM","FastText","Polish","Inflection","Shuffled",0.190911486666033
"V;PST;1;SG;FEM","Multilingual BERT","Polish","Inflection","Shuffled",0.900312250177725
"V;PST;1;SG;FEM","Word2Vec","Polish","Inflection","Shuffled",0.136088947866426
"V;PST;1;SG;MASC","FastText","Polish","Inflection","Shuffled",0.19703144987338
"V;PST;1;SG;MASC","Multilingual BERT","Polish","Inflection","Shuffled",0.894060918625592
"V;PST;1;SG;MASC","Word2Vec","Polish","Inflection","Shuffled",0.275831920401676
"V;PST;2;PL","FastText","Polish","Inflection","Shuffled",0.194091530109628
"V;PST;2;PL","Multilingual BERT","Polish","Inflection","Shuffled",0.884545094253555
"V;PST;2;PL;MASC;HUM","FastText","Polish","Inflection","Shuffled",0.194465043989572
"V;PST;2;PL;MASC;HUM","Multilingual BERT","Polish","Inflection","Shuffled",0.882297976528436
"V;PST;2;SG;FEM","FastText","Polish","Inflection","Shuffled",0.193199329484226
"V;PST;2;SG;FEM","Multilingual BERT","Polish","Inflection","Shuffled",0.89190925257109
"V;PST;2;SG;MASC","FastText","Polish","Inflection","Shuffled",0.19061110487642
"V;PST;2;SG;MASC","Multilingual BERT","Polish","Inflection","Shuffled",0.896683431635071
"V;PST;2;SG;MASC","Word2Vec","Polish","Inflection","Shuffled",0.228587126961308
"V;PST;3;PL","FastText","Polish","Inflection","Shuffled",0.206677119422215
"V;PST;3;PL","Multilingual BERT","Polish","Inflection","Shuffled",0.892482868791469
"V;PST;3;PL","Word2Vec","Polish","Inflection","Shuffled",0.177849437633392
"V;PST;3;PL;MASC;HUM","FastText","Polish","Inflection","Shuffled",0.200300782834094
"V;PST;3;PL;MASC;HUM","Multilingual BERT","Polish","Inflection","Shuffled",0.887734314241706
"V;PST;3;PL;MASC;HUM","Word2Vec","Polish","Inflection","Shuffled",0.177695745209585
"V;PST;3;SG;FEM","FastText","Polish","Inflection","Shuffled",0.188340460472319
"V;PST;3;SG;FEM","Multilingual BERT","Polish","Inflection","Shuffled",0.888602191113744
"V;PST;3;SG;FEM","Word2Vec","Polish","Inflection","Shuffled",0.162825671307598
"V;PST;3;SG;MASC","FastText","Polish","Inflection","Shuffled",0.18779564879426
"V;PST;3;SG;MASC","Multilingual BERT","Polish","Inflection","Shuffled",0.886053028649289
"V;PST;3;SG;MASC","Word2Vec","Polish","Inflection","Shuffled",0.170414194937878
"V;PST;3;SG;NEUT","FastText","Polish","Inflection","Shuffled",0.194717860295779
"V;PST;3;SG;NEUT","Multilingual BERT","Polish","Inflection","Shuffled",0.898381433850711
"V;PST;3;SG;NEUT","Word2Vec","Polish","Inflection","Shuffled",0.175943052423696
"ADJ:ADJ","FastText","Polish","Derivation (same category)","Subset",0.595842099966873
"ADJ:ADJ","FastText","Spanish","Derivation (same category)","Subset",0.551301870666802
"ADJ:ADJ","Multilingual BERT","Polish","Derivation (same category)","Subset",0.954698278108108
"ADJ:ADJ","Multilingual BERT","Spanish","Derivation (same category)","Subset",0.931852250019011
"ADJ:ADJ","Word2Vec","Polish","Derivation (same category)","Subset",0.403878274695061
"ADJ:ADJ","Word2Vec","Spanish","Derivation (same category)","Subset",0.493444216750754
"ADJ:ADV","FastText","Polish","Derivation (different category)","Subset",0.607443616139709
"ADJ:ADV","FastText","Spanish","Derivation (different category)","Subset",0.566103265499136
"ADJ:ADV","Multilingual BERT","Polish","Derivation (different category)","Subset",0.949187880684932
"ADJ:ADV","Multilingual BERT","Spanish","Derivation (different category)","Subset",0.922363327009623
"ADJ:ADV","Word2Vec","Polish","Derivation (different category)","Subset",0.441675930348214
"ADJ:ADV","Word2Vec","Spanish","Derivation (different category)","Subset",0.526296191697643
"ADJ:N","FastText","Polish","Derivation (different category)","Subset",0.516294657484664
"ADJ:N","FastText","Spanish","Derivation (different category)","Subset",0.537090278728089
"ADJ:N","Multilingual BERT","Polish","Derivation (different category)","Subset",0.925398432926526
"ADJ:N","Multilingual BERT","Spanish","Derivation (different category)","Subset",0.925123334539249
"ADJ:N","Word2Vec","Polish","Derivation (different category)","Subset",0.355831057058644
"ADJ:N","Word2Vec","Spanish","Derivation (different category)","Subset",0.509005254511851
"ADJ:V","FastText","Polish","Derivation (different category)","Subset",0.472159939207641
"ADJ:V","FastText","Spanish","Derivation (different category)","Subset",0.415154765863192
"ADJ:V","Multilingual BERT","Polish","Derivation (different category)","Subset",0.92403072
"ADJ:V","Multilingual BERT","Spanish","Derivation (different category)","Subset",0.942703882155963
"ADJ:V","Word2Vec","Polish","Derivation (different category)","Subset",0.25824544993873
"ADJ:V","Word2Vec","Spanish","Derivation (different category)","Subset",0.441034243158797
"ADV:ADJ","FastText","Polish","Derivation (different category)","Subset",0.401955795147189
"ADV:ADJ","FastText","Spanish","Derivation (different category)","Subset",0.389106989016955
"ADV:ADJ","Multilingual BERT","Polish","Derivation (different category)","Subset",0.921311369047619
"ADV:ADJ","Multilingual BERT","Spanish","Derivation (different category)","Subset",0.93716966625
"ADV:ADJ","Word2Vec","Polish","Derivation (different category)","Subset",0.330370459996555
"ADV:ADJ","Word2Vec","Spanish","Derivation (different category)","Subset",0.533071065172692
"ADV:ADV","FastText","Polish","Derivation (same category)","Subset",0.710669686735113
"ADV:ADV","FastText","Spanish","Derivation (same category)","Subset",0.571440911318954
"ADV:ADV","Multilingual BERT","Polish","Derivation (same category)","Subset",0.9407699
"ADV:ADV","Multilingual BERT","Spanish","Derivation (same category)","Subset",0.914247803333333
"ADV:ADV","Word2Vec","Polish","Derivation (same category)","Subset",0.606893741537092
"ADV:ADV","Word2Vec","Spanish","Derivation (same category)","Subset",0.536958888833061
"ADV:N","FastText","Polish","Derivation (different category)","Subset",0.251951666685509
"ADV:N","FastText","Spanish","Derivation (different category)","Subset",0.323194620186825
"ADV:N","Multilingual BERT","Polish","Derivation (different category)","Subset",0.941065982
"ADV:N","Multilingual BERT","Spanish","Derivation (different category)","Subset",0.912819008333333
"ADV:N","Word2Vec","Polish","Derivation (different category)","Subset",0.284235351122913
"ADV:N","Word2Vec","Spanish","Derivation (different category)","Subset",0.432700223949229
"ADV:V","FastText","Spanish","Derivation (different category)","Subset",0.375122366441944
"ADV:V","Multilingual BERT","Spanish","Derivation (different category)","Subset",0.914828078888889
"ADV:V","Word2Vec","Spanish","Derivation (different category)","Subset",0.418948456690068
"N:ADJ","FastText","Polish","Derivation (different category)","Subset",0.532530245848681
"N:ADJ","FastText","Spanish","Derivation (different category)","Subset",0.532551295756211
"N:ADJ","Multilingual BERT","Polish","Derivation (different category)","Subset",0.921718233059923
"N:ADJ","Multilingual BERT","Spanish","Derivation (different category)","Subset",0.923608330438287
"N:ADJ","Word2Vec","Polish","Derivation (different category)","Subset",0.403083544967331
"N:ADJ","Word2Vec","Spanish","Derivation (different category)","Subset",0.541311969361782
"N:ADV","FastText","Polish","Derivation (different category)","Subset",0.491770497694181
"N:ADV","FastText","Spanish","Derivation (different category)","Subset",0.496524007846113
"N:ADV","Multilingual BERT","Polish","Derivation (different category)","Subset",0.90069217
"N:ADV","Multilingual BERT","Spanish","Derivation (different category)","Subset",0.905534483298969
"N:ADV","Word2Vec","Polish","Derivation (different category)","Subset",0.25453804417184
"N:ADV","Word2Vec","Spanish","Derivation (different category)","Subset",0.482111428574734
"N:N","FastText","Polish","Derivation (same category)","Subset",0.592171848994514
"N:N","FastText","Spanish","Derivation (same category)","Subset",0.498424801470258
"N:N","Multilingual BERT","Polish","Derivation (same category)","Subset",0.942655103743124
"N:N","Multilingual BERT","Spanish","Derivation (same category)","Subset",0.931146288990043
"N:N","Word2Vec","Polish","Derivation (same category)","Subset",0.418906868550109
"N:N","Word2Vec","Spanish","Derivation (same category)","Subset",0.475584815166261
"N:V","FastText","Polish","Derivation (different category)","Subset",0.430853506439416
"N:V","FastText","Spanish","Derivation (different category)","Subset",0.465316854241045
"N:V","Multilingual BERT","Polish","Derivation (different category)","Subset",0.907511136902857
"N:V","Multilingual BERT","Spanish","Derivation (different category)","Subset",0.939982061863469
"N:V","Word2Vec","Polish","Derivation (different category)","Subset",0.321907176498866
"N:V","Word2Vec","Spanish","Derivation (different category)","Subset",0.477577729744369
"V:ADJ","FastText","Polish","Derivation (different category)","Subset",0.357235908750572
"V:ADJ","FastText","Spanish","Derivation (different category)","Subset",0.478673230816711
"V:ADJ","Multilingual BERT","Polish","Derivation (different category)","Subset",0.920031038128655
"V:ADJ","Multilingual BERT","Spanish","Derivation (different category)","Subset",0.944799243602875
"V:ADJ","Word2Vec","Polish","Derivation (different category)","Subset",0.246782063732332
"V:ADJ","Word2Vec","Spanish","Derivation (different category)","Subset",0.476957241790455
"V:ADV","FastText","Spanish","Derivation (different category)","Subset",0.492193789121883
"V:ADV","Multilingual BERT","Spanish","Derivation (different category)","Subset",0.931015665
"V:ADV","Word2Vec","Spanish","Derivation (different category)","Subset",0.451748896630725
"V:N","FastText","Polish","Derivation (different category)","Subset",0.566617005225758
"V:N","FastText","Spanish","Derivation (different category)","Subset",0.539278272748012
"V:N","Multilingual BERT","Polish","Derivation (different category)","Subset",0.933775037737573
"V:N","Multilingual BERT","Spanish","Derivation (different category)","Subset",0.934964187434087
"V:N","Word2Vec","Polish","Derivation (different category)","Subset",0.446865491909702
"V:N","Word2Vec","Spanish","Derivation (different category)","Subset",0.533853384896625
"V:V","FastText","Polish","Derivation (same category)","Subset",0.689297764585351
"V:V","FastText","Spanish","Derivation (same category)","Subset",0.576758007959008
"V:V","Multilingual BERT","Polish","Derivation (same category)","Subset",0.955324459113233
"V:V","Multilingual BERT","Spanish","Derivation (same category)","Subset",0.941333695540356
"V:V","Word2Vec","Polish","Derivation (same category)","Subset",0.571575321805643
"V:V","Word2Vec","Spanish","Derivation (same category)","Subset",0.496473838162299
"V;FUT;1;PL","FastText","Polish","Inflection","Subset",0.410315512549883
"V;FUT;1;PL","Multilingual BERT","Polish","Inflection","Subset",0.884061066155606
"V;FUT;1;PL","Word2Vec","Polish","Inflection","Subset",0.532362338119063
"V;FUT;1;PL;MASC;HUM","FastText","Polish","Inflection","Subset",0.325597967072888
"V;FUT;1;PL;MASC;HUM","Multilingual BERT","Polish","Inflection","Subset",0.875649261851852
"V;FUT;1;SG","FastText","Polish","Inflection","Subset",0.594079189015175
"V;FUT;1;SG","Multilingual BERT","Polish","Inflection","Subset",0.933795274928571
"V;FUT;1;SG","Word2Vec","Polish","Inflection","Subset",0.516520529744578
"V;FUT;1;SG;FEM","FastText","Polish","Inflection","Subset",0.393232541291847
"V;FUT;1;SG;FEM","Multilingual BERT","Polish","Inflection","Subset",0.888990665656566
"V;FUT;1;SG;MASC","FastText","Polish","Inflection","Subset",0.386879128386512
"V;FUT;1;SG;MASC","Multilingual BERT","Polish","Inflection","Subset",0.895169518249158
"V;FUT;2;PL","FastText","Polish","Inflection","Subset",0.407000733613704
"V;FUT;2;PL","Multilingual BERT","Polish","Inflection","Subset",0.899655106201373
"V;FUT;2;PL","Word2Vec","Polish","Inflection","Subset",0.439674064854531
"V;FUT;2;PL;MASC;HUM","FastText","Polish","Inflection","Subset",0.348078203581301
"V;FUT;2;PL;MASC;HUM","Multilingual BERT","Polish","Inflection","Subset",0.894256986464646
"V;FUT;2;SG","FastText","Polish","Inflection","Subset",0.582064081932535
"V;FUT;2;SG","Multilingual BERT","Polish","Inflection","Subset",0.924941078
"V;FUT;2;SG","Word2Vec","Polish","Inflection","Subset",0.498346528925601
"V;FUT;2;SG;FEM","FastText","Polish","Inflection","Subset",0.356119730480483
"V;FUT;2;SG;FEM","Multilingual BERT","Polish","Inflection","Subset",0.878240651750842
"V;FUT;2;SG;MASC","FastText","Polish","Inflection","Subset",0.353014747613901
"V;FUT;2;SG;MASC","Multilingual BERT","Polish","Inflection","Subset",0.880599107777778
"V;FUT;3;PL","FastText","Polish","Inflection","Subset",0.447754870101938
"V;FUT;3;PL","Multilingual BERT","Polish","Inflection","Subset",0.904802491693364
"V;FUT;3;PL","Word2Vec","Polish","Inflection","Subset",0.554342761113064
"V;FUT;3;PL;MASC;HUM","FastText","Polish","Inflection","Subset",0.374093434775675
"V;FUT;3;PL;MASC;HUM","Multilingual BERT","Polish","Inflection","Subset",0.89814571047138
"V;FUT;3;SG","FastText","Polish","Inflection","Subset",0.64330385929914
"V;FUT;3;SG","Multilingual BERT","Polish","Inflection","Subset",0.934953019071429
"V;FUT;3;SG","Word2Vec","Polish","Inflection","Subset",0.594103424499564
"V;FUT;3;SG;FEM","FastText","Polish","Inflection","Subset",0.359768195466718
"V;FUT;3;SG;FEM","Multilingual BERT","Polish","Inflection","Subset",0.862199531952862
"V;FUT;3;SG;MASC","FastText","Polish","Inflection","Subset",0.361374131967948
"V;FUT;3;SG;MASC","Multilingual BERT","Polish","Inflection","Subset",0.863943978417508
"V;FUT;3;SG;NEUT","FastText","Polish","Inflection","Subset",0.351154806692452
"V;FUT;3;SG;NEUT","Multilingual BERT","Polish","Inflection","Subset",0.86898506973064
"V;IND;FUT;1;PL","FastText","Spanish","Inflection","Subset",0.510559922189462
"V;IND;FUT;1;PL","Multilingual BERT","Spanish","Inflection","Subset",0.941507227923809
"V;IND;FUT;1;PL","Word2Vec","Spanish","Inflection","Subset",0.477542480135778
"V;IND;FUT;1;SG","FastText","Spanish","Inflection","Subset",0.487739122745641
"V;IND;FUT;1;SG","Multilingual BERT","Spanish","Inflection","Subset",0.950043677606349
"V;IND;FUT;1;SG","Word2Vec","Spanish","Inflection","Subset",0.438890536954707
"V;IND;FUT;2;PL","FastText","Spanish","Inflection","Subset",0.402803598783692
"V;IND;FUT;2;PL","Multilingual BERT","Spanish","Inflection","Subset",0.933026328393651
"V;IND;FUT;2;PL","Word2Vec","Spanish","Inflection","Subset",0.410017745119699
"V;IND;FUT;2;SG;INFM","FastText","Spanish","Inflection","Subset",0.448475634418481
"V;IND;FUT;2;SG;INFM","Multilingual BERT","Spanish","Inflection","Subset",0.950240554673016
"V;IND;FUT;2;SG;INFM","Word2Vec","Spanish","Inflection","Subset",0.426784532003556
"V;IND;FUT;3;PL","FastText","Spanish","Inflection","Subset",0.543482181969684
"V;IND;FUT;3;PL","Multilingual BERT","Spanish","Inflection","Subset",0.952576294857505
"V;IND;FUT;3;PL","Word2Vec","Spanish","Inflection","Subset",0.511332816175364
"V;IND;FUT;3;SG","FastText","Spanish","Inflection","Subset",0.576771838000689
"V;IND;FUT;3;SG","Multilingual BERT","Spanish","Inflection","Subset",0.955411237037975
"V;IND;FUT;3;SG","Word2Vec","Spanish","Inflection","Subset",0.540592470351949
"V;IND;PRS;1;PL","FastText","Spanish","Inflection","Subset",0.553735145386175
"V;IND;PRS;1;PL","Multilingual BERT","Spanish","Inflection","Subset",0.937083574259377
"V;IND;PRS;1;PL","Word2Vec","Spanish","Inflection","Subset",0.481824179540574
"V;IND;PRS;1;SG","FastText","Spanish","Inflection","Subset",0.515958973103501
"V;IND;PRS;1;SG","Multilingual BERT","Spanish","Inflection","Subset",0.934576699556681
"V;IND;PRS;1;SG","Word2Vec","Spanish","Inflection","Subset",0.461239743809348
"V;IND;PRS;2;PL","FastText","Spanish","Inflection","Subset",0.39206589490294
"V;IND;PRS;2;PL","Multilingual BERT","Spanish","Inflection","Subset",0.90885833872076
"V;IND;PRS;2;PL","Word2Vec","Spanish","Inflection","Subset",0.409736584907248
"V;IND;PRS;2;SG;INFM","FastText","Spanish","Inflection","Subset",0.496011125699122
"V;IND;PRS;2;SG;INFM","Multilingual BERT","Spanish","Inflection","Subset",0.932604963706515
"V;IND;PRS;2;SG;INFM","Word2Vec","Spanish","Inflection","Subset",0.402214400758654
"V;IND;PRS;3;PL","FastText","Spanish","Inflection","Subset",0.60405220114992
"V;IND;PRS;3;PL","Multilingual BERT","Spanish","Inflection","Subset",0.947882570487034
"V;IND;PRS;3;PL","Word2Vec","Spanish","Inflection","Subset",0.563999906397387
"V;IND;PRS;3;SG","FastText","Spanish","Inflection","Subset",0.624177346485434
"V;IND;PRS;3;SG","Multilingual BERT","Spanish","Inflection","Subset",0.940713888300695
"V;IND;PRS;3;SG","Word2Vec","Spanish","Inflection","Subset",0.578792973365679
"V;IND;PST;IPFV;1;PL","FastText","Spanish","Inflection","Subset",0.405018400663205
"V;IND;PST;IPFV;1;PL","Multilingual BERT","Spanish","Inflection","Subset",0.915558374513668
"V;IND;PST;IPFV;1;PL","Word2Vec","Spanish","Inflection","Subset",0.456913470099928
"V;IND;PST;IPFV;1;SG","FastText","Spanish","Inflection","Subset",0.546102161828148
"V;IND;PST;IPFV;1;SG","Multilingual BERT","Spanish","Inflection","Subset",0.936497709097266
"V;IND;PST;IPFV;1;SG","Word2Vec","Spanish","Inflection","Subset",0.534076024936284
"V;IND;PST;IPFV;2;PL","FastText","Spanish","Inflection","Subset",0.374818739193303
"V;IND;PST;IPFV;2;PL","Multilingual BERT","Spanish","Inflection","Subset",0.917711498105531
"V;IND;PST;IPFV;2;PL","Word2Vec","Spanish","Inflection","Subset",0.447419346381651
"V;IND;PST;IPFV;2;SG;INFM","FastText","Spanish","Inflection","Subset",0.401598052993971
"V;IND;PST;IPFV;2;SG;INFM","Multilingual BERT","Spanish","Inflection","Subset",0.929128536706929
"V;IND;PST;IPFV;2;SG;INFM","Word2Vec","Spanish","Inflection","Subset",0.435208514367175
"V;IND;PST;IPFV;3;PL","FastText","Spanish","Inflection","Subset",0.510904299127305
"V;IND;PST;IPFV;3;PL","Multilingual BERT","Spanish","Inflection","Subset",0.935657258941027
"V;IND;PST;IPFV;3;PL","Word2Vec","Spanish","Inflection","Subset",0.50932896752608
"V;IND;PST;IPFV;3;SG","FastText","Spanish","Inflection","Subset",0.545945700725775
